idxNodes,NodeName,c_index
0,0.0,1
1,12346.0,1
2,1.0,2
3,12347.0,2
4,1.0,3
5,12348.0,3
6,1.0,4
7,12349.0,4
8,0.0,5
9,12350.0,5
10,1.0,6
11,12352.0,6
12,0.0,7
13,12353.0,7
14,0.0,8
15,12354.0,8
16,0.0,9
17,12355.0,9
18,1.0,10
19,12356.0,10
20,1.0,11
21,12357.0,11
22,0.0,12
23,12358.0,12
24,1.0,13
25,12359.0,13
26,1.0,14
27,12360.0,14
28,0.0,15
29,12361.0,15
30,1.0,16
31,12362.0,16
32,1.0,17
33,12363.0,17
34,1.0,18
35,12364.0,18
36,0.0,19
37,12365.0,19
38,1.0,20
39,12370.0,20
40,1.0,21
41,12371.0,21
42,1.0,22
43,12372.0,22
44,0.0,23
45,12373.0,23
46,1.0,24
47,12374.0,24
48,1.0,25
49,12375.0,25
50,0.0,26
51,12377.0,26
52,1.0,27
53,12378.0,27
54,1.0,28
55,12379.0,28
56,1.0,29
57,12380.0,29
58,1.0,30
59,12381.0,30
60,0.0,31
61,12383.0,31
62,1.0,32
63,12384.0,32
64,0.0,33
65,12386.0,33
66,1.0,34
67,12388.0,34
68,1.0,35
69,12390.0,35
70,1.0,36
71,12391.0,36
72,1.0,37
73,12393.0,37
74,1.0,38
75,12394.0,38
76,1.0,39
77,12395.0,39
78,1.0,40
79,12397.0,40
80,1.0,41
81,12398.0,41
82,1.0,42
83,12399.0,42
84,0.0,43
85,12401.0,43
86,0.0,44
87,12402.0,44
88,1.0,45
89,12403.0,45
90,0.0,46
91,12405.0,46
92,1.0,47
93,12406.0,47
94,1.0,48
95,12407.0,48
96,1.0,49
97,12408.0,49
98,1.0,50
99,12409.0,50
100,0.0,51
101,12410.0,51
102,1.0,52
103,12412.0,52
104,1.0,53
105,12413.0,53
106,0.0,54
107,12414.0,54
108,2.0,55
109,12415.0,55
110,1.0,56
111,12417.0,56
112,1.0,57
113,12418.0,57
114,1.0,58
115,12420.0,58
116,1.0,59
117,12421.0,59
118,1.0,60
119,12422.0,60
120,1.0,61
121,12423.0,61
122,0.0,62
123,12424.0,62
124,1.0,63
125,12425.0,63
126,0.0,64
127,12426.0,64
128,1.0,65
129,12427.0,65
130,1.0,66
131,12428.0,66
132,1.0,67
133,12429.0,67
134,1.0,68
135,12430.0,68
136,1.0,69
137,12431.0,69
138,1.0,70
139,12432.0,70
140,1.0,71
141,12433.0,71
142,1.0,72
143,12434.0,72
144,1.0,73
145,12435.0,73
146,1.0,74
147,12436.0,74
148,1.0,75
149,12437.0,75
150,1.0,76
151,12438.0,76
152,0.0,77
153,12441.0,77
154,1.0,78
155,12444.0,78
156,1.0,79
157,12445.0,79
158,1.0,80
159,12446.0,80
160,0.0,81
161,12447.0,81
162,1.0,82
163,12448.0,82
164,1.0,83
165,12449.0,83
166,0.0,84
167,12450.0,84
168,1.0,85
169,12451.0,85
170,1.0,86
171,12452.0,86
172,1.0,87
173,12453.0,87
174,1.0,88
175,12454.0,88
176,1.0,89
177,12455.0,89
178,1.0,90
179,12456.0,90
180,1.0,91
181,12457.0,91
182,1.0,92
183,12458.0,92
184,1.0,93
185,12461.0,93
186,1.0,94
187,12462.0,94
188,1.0,95
189,12463.0,95
190,1.0,96
191,12464.0,96
192,1.0,97
193,12465.0,97
194,0.0,98
195,12468.0,98
196,1.0,99
197,12471.0,99
198,1.0,100
199,12472.0,100
200,1.0,101
201,12473.0,101
202,1.0,102
203,12474.0,102
204,1.0,103
205,12475.0,103
206,1.0,104
207,12476.0,104
208,1.0,105
209,12477.0,105
210,1.0,106
211,12479.0,106
212,1.0,107
213,12480.0,107
214,1.0,108
215,12481.0,108
216,1.0,109
217,12483.0,109
218,1.0,110
219,12484.0,110
220,1.0,111
221,12488.0,111
222,0.0,112
223,12489.0,112
224,1.0,113
225,12490.0,113
226,1.0,114
227,12491.0,114
228,1.0,115
229,12492.0,115
230,0.0,116
231,12493.0,116
232,1.0,117
233,12494.0,117
234,1.0,118
235,12497.0,118
236,1.0,119
237,12498.0,119
238,1.0,120
239,12500.0,120
240,0.0,121
241,12501.0,121
242,1.0,122
243,12502.0,122
244,1.0,123
245,12504.0,123
246,0.0,124
247,12506.0,124
248,1.0,125
249,12507.0,125
250,1.0,126
251,12508.0,126
252,0.0,127
253,12509.0,127
254,1.0,128
255,12510.0,128
256,1.0,129
257,12512.0,129
258,1.0,130
259,12513.0,130
260,0.0,131
261,12514.0,131
262,0.0,132
263,12515.0,132
264,1.0,133
265,12516.0,133
266,1.0,134
267,12517.0,134
268,1.0,135
269,12518.0,135
270,1.0,136
271,12519.0,136
272,1.0,137
273,12520.0,137
274,0.0,138
275,12521.0,138
276,1.0,139
277,12522.0,139
278,1.0,140
279,12523.0,140
280,1.0,141
281,12524.0,141
282,1.0,142
283,12526.0,142
284,1.0,143
285,12527.0,143
286,1.0,144
287,12528.0,144
288,1.0,145
289,12530.0,145
290,1.0,146
291,12531.0,146
292,1.0,147
293,12532.0,147
294,1.0,148
295,12534.0,148
296,1.0,149
297,12535.0,149
298,1.0,150
299,12536.0,150
300,1.0,151
301,12538.0,151
302,1.0,152
303,12539.0,152
304,1.0,153
305,12540.0,153
306,1.0,154
307,12541.0,154
308,1.0,155
309,12544.0,155
310,1.0,156
311,12545.0,156
312,1.0,157
313,12546.0,157
314,0.0,158
315,12547.0,158
316,0.0,159
317,12548.0,159
318,1.0,160
319,12550.0,160
320,0.0,161
321,12551.0,161
322,1.0,162
323,12552.0,162
324,1.0,163
325,12553.0,163
326,1.0,164
327,12556.0,164
328,1.0,165
329,12557.0,165
330,0.0,166
331,12559.0,166
332,1.0,167
333,12560.0,167
334,0.0,168
335,12561.0,168
336,1.0,169
337,12562.0,169
338,0.0,170
339,12564.0,170
340,0.0,171
341,12565.0,171
342,1.0,172
343,12566.0,172
344,1.0,173
345,12567.0,173
346,1.0,174
347,12569.0,174
348,1.0,175
349,12571.0,175
350,1.0,176
351,12572.0,176
352,0.0,177
353,12573.0,177
354,0.0,178
355,12574.0,178
356,1.0,179
357,12576.0,179
358,1.0,180
359,12577.0,180
360,1.0,181
361,12578.0,181
362,1.0,182
363,12579.0,182
364,0.0,183
365,12580.0,183
366,1.0,184
367,12581.0,184
368,0.0,185
369,12582.0,185
370,1.0,186
371,12583.0,186
372,1.0,187
373,12584.0,187
374,0.0,188
375,12585.0,188
376,1.0,189
377,12586.0,189
378,1.0,190
379,12588.0,190
380,1.0,191
381,12589.0,191
382,0.0,192
383,12590.0,192
384,0.0,193
385,12591.0,193
386,1.0,194
387,12592.0,194
388,1.0,195
389,12593.0,195
390,1.0,196
391,12594.0,196
392,1.0,197
393,12596.0,197
394,1.0,198
395,12597.0,198
396,1.0,199
397,12598.0,199
398,1.0,200
399,12599.0,200
400,1.0,201
401,12600.0,201
402,0.0,202
403,12601.0,202
404,1.0,203
405,12602.0,203
406,1.0,204
407,12603.0,204
408,1.0,205
409,12604.0,205
410,1.0,206
411,12607.0,206
412,1.0,207
413,12609.0,207
414,1.0,208
415,12610.0,208
416,1.0,209
417,12611.0,209
418,1.0,210
419,12612.0,210
420,1.0,211
421,12613.0,211
422,0.0,212
423,12614.0,212
424,1.0,213
425,12615.0,213
426,1.0,214
427,12616.0,214
428,1.0,215
429,12617.0,215
430,1.0,216
431,12618.0,216
432,1.0,217
433,12619.0,217
434,1.0,218
435,12620.0,218
436,1.0,219
437,12621.0,219
438,0.0,220
439,12622.0,220
440,0.0,221
441,12623.0,221
442,1.0,222
443,12624.0,222
444,0.0,223
445,12625.0,223
446,1.0,224
447,12626.0,224
448,1.0,225
449,12627.0,225
450,1.0,226
451,12628.0,226
452,1.0,227
453,12630.0,227
454,1.0,228
455,12631.0,228
456,1.0,229
457,12633.0,229
458,1.0,230
459,12635.0,230
460,1.0,231
461,12637.0,231
462,1.0,232
463,12638.0,232
464,0.0,233
465,12639.0,233
466,1.0,234
467,12640.0,234
468,1.0,235
469,12641.0,235
470,1.0,236
471,12642.0,236
472,1.0,237
473,12643.0,237
474,1.0,238
475,12644.0,238
476,1.0,239
477,12645.0,239
478,1.0,240
479,12646.0,240
480,1.0,241
481,12647.0,241
482,0.0,242
483,12648.0,242
484,1.0,243
485,12649.0,243
486,0.0,244
487,12651.0,244
488,0.0,245
489,12652.0,245
490,0.0,246
491,12653.0,246
492,1.0,247
493,12654.0,247
494,1.0,248
495,12656.0,248
496,1.0,249
497,12657.0,249
498,1.0,250
499,12658.0,250
500,1.0,251
501,12659.0,251
502,1.0,252
503,12660.0,252
504,1.0,253
505,12662.0,253
506,1.0,254
507,12664.0,254
508,0.0,255
509,12665.0,255
510,1.0,256
511,12667.0,256
512,1.0,257
513,12668.0,257
514,0.0,258
515,12669.0,258
516,1.0,259
517,12670.0,259
518,0.0,260
519,12672.0,260
520,0.0,261
521,12673.0,261
522,1.0,262
523,12674.0,262
524,1.0,263
525,12676.0,263
526,1.0,264
527,12678.0,264
528,1.0,265
529,12679.0,265
530,1.0,266
531,12680.0,266
532,1.0,267
533,12681.0,267
534,1.0,268
535,12682.0,268
536,1.0,269
537,12683.0,269
538,1.0,270
539,12684.0,270
540,1.0,271
541,12685.0,271
542,0.0,272
543,12686.0,272
544,1.0,273
545,12688.0,273
546,1.0,274
547,12689.0,274
548,0.0,275
549,12690.0,275
550,1.0,276
551,12691.0,276
552,1.0,277
553,12693.0,277
554,1.0,278
555,12694.0,278
556,1.0,279
557,12695.0,279
558,1.0,280
559,12697.0,280
560,1.0,281
561,12700.0,281
562,1.0,282
563,12701.0,282
564,1.0,283
565,12702.0,283
566,1.0,284
567,12703.0,284
568,1.0,285
569,12704.0,285
570,1.0,286
571,12705.0,286
572,0.0,287
573,12707.0,287
574,1.0,288
575,12708.0,288
576,1.0,289
577,12709.0,289
578,1.0,290
579,12710.0,290
580,1.0,291
581,12712.0,291
582,1.0,292
583,12714.0,292
584,1.0,293
585,12715.0,293
586,1.0,294
587,12716.0,294
588,0.0,295
589,12717.0,295
590,1.0,296
591,12718.0,296
592,1.0,297
593,12719.0,297
594,1.0,298
595,12720.0,298
596,1.0,299
597,12721.0,299
598,1.0,300
599,12722.0,300
600,1.0,301
601,12723.0,301
602,1.0,302
603,12724.0,302
604,0.0,303
605,12725.0,303
606,1.0,304
607,12726.0,304
608,1.0,305
609,12727.0,305
610,1.0,306
611,12728.0,306
612,1.0,307
613,12729.0,307
614,1.0,308
615,12731.0,308
616,0.0,309
617,12732.0,309
618,0.0,310
619,12733.0,310
620,0.0,311
621,12734.0,311
622,0.0,312
623,12735.0,312
624,0.0,313
625,12736.0,313
626,0.0,314
627,12738.0,314
628,1.0,315
629,12739.0,315
630,1.0,316
631,12740.0,316
632,1.0,317
633,12743.0,317
634,1.0,318
635,12744.0,318
636,1.0,319
637,12747.0,319
638,2.0,320
639,12748.0,320
640,1.0,321
641,12749.0,321
642,1.0,322
643,12750.0,322
644,1.0,323
645,12752.0,323
646,1.0,324
647,12753.0,324
648,0.0,325
649,12754.0,325
650,0.0,326
651,12755.0,326
652,1.0,327
653,12756.0,327
654,1.0,328
655,12757.0,328
656,1.0,329
657,12758.0,329
658,1.0,330
659,12759.0,330
660,1.0,331
661,12762.0,331
662,1.0,332
663,12763.0,332
664,0.0,333
665,12764.0,333
666,1.0,334
667,12766.0,334
668,0.0,335
669,12769.0,335
670,0.0,336
671,12770.0,336
672,1.0,337
673,12772.0,337
674,1.0,338
675,12775.0,338
676,1.0,339
677,12778.0,339
678,1.0,340
679,12779.0,340
680,1.0,341
681,12781.0,341
682,1.0,342
683,12782.0,342
684,1.0,343
685,12783.0,343
686,1.0,344
687,12784.0,344
688,0.0,345
689,12785.0,345
690,1.0,346
691,12787.0,346
692,1.0,347
693,12789.0,347
694,0.0,348
695,12790.0,348
696,0.0,349
697,12791.0,349
698,0.0,350
699,12792.0,350
700,0.0,351
701,12793.0,351
702,1.0,352
703,12794.0,352
704,1.0,353
705,12795.0,353
706,0.0,354
707,12797.0,354
708,1.0,355
709,12798.0,355
710,0.0,356
711,12802.0,356
712,1.0,357
713,12808.0,357
714,0.0,358
715,12809.0,358
716,0.0,359
717,12811.0,359
718,1.0,360
719,12812.0,360
720,1.0,361
721,12814.0,361
722,0.0,362
723,12815.0,362
724,1.0,363
725,12816.0,363
726,0.0,364
727,12817.0,364
728,0.0,365
729,12818.0,365
730,1.0,366
731,12820.0,366
732,0.0,367
733,12821.0,367
734,1.0,368
735,12822.0,368
736,1.0,369
737,12823.0,369
738,1.0,370
739,12824.0,370
740,1.0,371
741,12826.0,371
742,1.0,372
743,12827.0,372
744,1.0,373
745,12828.0,373
746,0.0,374
747,12829.0,374
748,1.0,375
749,12830.0,375
750,0.0,376
751,12831.0,376
752,1.0,377
753,12832.0,377
754,0.0,378
755,12833.0,378
756,0.0,379
757,12834.0,379
758,1.0,380
759,12836.0,380
760,0.0,381
761,12837.0,381
762,1.0,382
763,12838.0,382
764,1.0,383
765,12839.0,383
766,1.0,384
767,12840.0,384
768,1.0,385
769,12841.0,385
770,1.0,386
771,12842.0,386
772,1.0,387
773,12843.0,387
774,1.0,388
775,12844.0,388
776,0.0,389
777,12845.0,389
778,1.0,390
779,12847.0,390
780,1.0,391
781,12849.0,391
782,1.0,392
783,12851.0,392
784,0.0,393
785,12852.0,393
786,1.0,394
787,12853.0,394
788,1.0,395
789,12854.0,395
790,0.0,396
791,12855.0,396
792,1.0,397
793,12856.0,397
794,0.0,398
795,12857.0,398
796,1.0,399
797,12863.0,399
798,1.0,400
799,12864.0,400
800,1.0,401
801,12865.0,401
802,0.0,402
803,12866.0,402
804,1.0,403
805,12867.0,403
806,0.0,404
807,12868.0,404
808,1.0,405
809,12871.0,405
810,0.0,406
811,12872.0,406
812,0.0,407
813,12873.0,407
814,1.0,408
815,12875.0,408
816,1.0,409
817,12876.0,409
818,1.0,410
819,12877.0,410
820,0.0,411
821,12878.0,411
822,1.0,412
823,12879.0,412
824,0.0,413
825,12881.0,413
826,1.0,414
827,12882.0,414
828,1.0,415
829,12883.0,415
830,1.0,416
831,12884.0,416
832,1.0,417
833,12885.0,417
834,1.0,418
835,12886.0,418
836,0.0,419
837,12888.0,419
838,1.0,420
839,12890.0,420
840,0.0,421
841,12891.0,421
842,1.0,422
843,12893.0,422
844,1.0,423
845,12895.0,423
846,0.0,424
847,12897.0,424
848,1.0,425
849,12901.0,425
850,0.0,426
851,12902.0,426
852,1.0,427
853,12904.0,427
854,1.0,428
855,12906.0,428
856,0.0,429
857,12908.0,429
858,1.0,430
859,12909.0,430
860,1.0,431
861,12910.0,431
862,1.0,432
863,12912.0,432
864,1.0,433
865,12913.0,433
866,0.0,434
867,12915.0,434
868,1.0,435
869,12916.0,435
870,1.0,436
