antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,connection
WOOD 2 DRAWER CABINET WHITE FINISH,3 DRAWER ANTIQUE WHITE WOOD CABINET,0.02897675822517356,0.025505584062782975,0.014941140959855116,0.515625,20.21616124260355,0.014202071817076013,2.0118594393542546,0.9788999726830003,118000
3 DRAWER ANTIQUE WHITE WOOD CABINET,WOOD 2 DRAWER CABINET WHITE FINISH,0.025505584062782975,0.02897675822517356,0.014941140959855116,0.5857988165680473,20.21616124260355,0.014202071817076013,2.3443275408563666,0.9754131058142208,000101
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE GREEN,0.020223362511319048,0.05206761243585874,0.014639299728342891,0.7238805970149252,13.902703871944622,0.013586317526953657,3.433052430637699,0.9472276743462216,001001
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE GREEN,0.029278599456685782,0.05206761243585874,0.01916691820102626,0.654639175257732,12.572867174660093,0.0176424514318508,2.7447594505588566,0.9482263877463079,003001
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN,0.03939028071234531,0.05206761243585874,0.02444913975249019,0.6206896551724138,11.920839580209895,0.022398181882620112,2.4990944763054634,0.9536789735532861,004001
ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN,0.050709326894053726,0.05206761243585874,0.03727739209175973,0.7351190476190476,14.118547273982056,0.034637078512156874,3.5787110361972063,0.9788057645642785,005001
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE PINK,0.020223362511319048,0.03939028071234531,0.011168125565952309,0.5522388059701492,14.019671756161719,0.01037152163968393,2.145361706409095,0.9478401691895223,001002
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE PINK,0.029278599456685782,0.03939028071234531,0.014790220344099004,0.5051546391752577,12.824347276533553,0.01363692809263583,1.9412321410604687,0.9498331048837446,003002
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE RED ,0.020223362511319048,0.050709326894053726,0.013733776033806218,0.6791044776119403,13.39210199004975,0.012708262933322789,2.9582546557255065,0.944428645907389,001003
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED ,0.029278599456685782,0.050709326894053726,0.018714156353757925,0.6391752577319588,12.604688267059403,0.017229458282908783,2.63089129403648,0.9484332370406036,003003
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,0.03939028071234531,0.050709326894053726,0.024750980984002413,0.6283524904214559,12.391260718846926,0.022753526362911555,2.554276965779917,0.9569942329431149,004003
